,funding_total_usd,status,state_code,region,funding_rounds,first_funding_at,last_funding_at,label,avg_time_between_rounds,avg_raised_amount_usd,industry,num_of_investors
12880,9356180.0,acquired,CA,SF Bay Area,2,2010-08-13,2013-03-06,1,936.0,4678090.0,Advertising,3.0
12882,3011408.0,acquired,CA,SF Bay Area,1,2009-12-15,2009-12-15,1,0.0,3011408.0,Mobile,1.0
12884,20000.0,acquired,CA,SF Bay Area,2,2012-01-01,2013-01-01,1,517.0,17427.0,Health_and_Wellness,5.0
12886,694000.0,acquired,NY,New York City,3,2009-06-01,2010-12-22,1,284.0,231333.33333333334,Curated_Web,6.0
12887,10000000.0,acquired,CA,Bakersfield,2,2011-03-31,2012-01-11,1,286.0,5000000.0,Video,4.0
12889,95892257.0,acquired,CA,SF Bay Area,6,2007-08-01,2011-11-07,1,311.0,15982042.833333334,Games,13.0
12890,1000000.0,acquired,CA,SF Bay Area,1,2007-10-01,2007-10-01,1,0.0,1000000.0,Curated_Web,1.0
12891,25000000.0,acquired,CA,San Diego,1,2007-11-20,2007-11-20,1,0.0,25000000.0,Biotechnology,2.0
12892,4000000.0,acquired,NY,New York City,2,2012-09-30,2013-11-20,1,334.0,1355663.6666666667,Mobile,10.0
12897,4825002.0,acquired,TN,Nashville,2,2012-08-14,2013-06-01,1,291.0,2412501.0,SaaS,3.0
12900,2000000.0,closed,CA,SF Bay Area,1,2006-05-01,2006-05-01,0,0.0,2000000.0,Curated_Web,1.0
12903,1000000.0,acquired,WA,Seattle,1,2007-02-01,2007-02-01,1,0.0,1000000.0,Social_Media,6.0
12910,55900000.0,closed,CA,SF Bay Area,6,2007-04-17,2012-05-21,0,372.0,9316666.666666666,Hardware_+_Software,15.0
12911,9000000.0,acquired,MA,Boston,1,2004-04-22,2004-04-22,1,0.0,9000000.0,E-Commerce,2.0
12912,66000000.0,acquired,CA,Los Angeles,4,2009-11-19,2012-10-03,1,349.0,16500000.0,0_other_cat,7.0
12913,1255000.0,acquired,PA,Pittsburgh,4,2009-06-04,2011-10-28,1,292.0,418333.3333333333,E-Commerce,5.0
12917,3500000.0,acquired,CA,Los Angeles,2,2012-08-15,2013-12-11,1,483.0,3500000.0,0_other_cat,14.0
12921,8000000.0,acquired,CA,Los Angeles,2,2008-03-15,2008-07-01,1,108.0,4000000.0,E-Commerce,3.0
12922,12500000.0,acquired,OR,"Portland, Oregon",3,2010-03-03,2014-01-17,1,708.0,4166666.6666666665,Social_Media,3.0
12923,31490.0,closed,CA,Los Angeles,1,2008-10-24,2008-10-24,0,0.0,31490.0,E-Commerce,2.0
12924,26700000.0,acquired,CA,SF Bay Area,4,2009-07-14,2014-02-21,1,561.0,6675000.0,Mobile,13.0
12925,250000.0,acquired,CA,SF Bay Area,1,2011-10-01,2011-10-01,1,0.0,250000.0,E-Commerce,1.0
12928,11339553.0,acquired,CA,SF Bay Area,6,2010-02-22,2015-10-13,1,411.0,1889925.5,Curated_Web,7.0
12929,6250000.0,acquired,NY,New York City,1,2006-07-01,2006-07-01,1,0.0,6250000.0,Video,1.0
12931,29200000.0,acquired,WI,Madison,4,2010-01-19,2015-02-26,1,621.0,7300000.0,Enterprise_Software,6.0
12933,3000000.0,acquired,CA,San Diego,1,2010-08-30,2010-08-30,1,0.0,3000000.0,Enterprise_Software,1.0
12935,11500000.0,acquired,PA,Philadelphia,1,2004-08-04,2004-08-04,1,0.0,11500000.0,0_other_cat,2.0
12937,3000000.0,ipo,CA,SF Bay Area,1,2001-11-19,2001-11-19,1,0.0,3000000.0,Internet,1.0
12938,17750000.0,closed,MA,Boston,1,2001-03-26,2001-03-26,0,0.0,17750000.0,Technology,4.0
12939,82120000.0,closed,CA,SF Bay Area,5,2009-03-27,2015-05-26,0,562.0,16424000.0,Health_Care,8.0
12940,43105472.0,closed,MA,Boston,3,2004-09-16,2009-05-13,0,850.0,14368490.666666666,0_other_cat,9.0
12942,5100000.0,closed,CA,SF Bay Area,2,2010-01-01,2011-02-28,0,423.0,2550000.0,Web_Hosting,4.0
12943,4000000.0,acquired,NY,New York City,3,2011-07-01,2013-03-25,1,316.0,2000000.0,Curated_Web,6.0
12946,700000.0,acquired,TX,Dallas,1,2010-06-01,2010-06-01,1,0.0,700000.0,0_other_cat,1.0
12947,37250000.0,acquired,CA,Sacramento,2,2002-01-07,2003-10-30,1,661.0,18625000.0,Semiconductors,6.0
12948,25200000.0,acquired,CA,Los Angeles,2,2000-08-28,2002-04-24,1,604.0,12600000.0,0_other_cat,3.0
12949,13500000.0,acquired,CA,SF Bay Area,3,2009-07-01,2010-09-01,1,213.0,4500000.0,Games,4.0
12952,37500000.0,acquired,CA,SF Bay Area,3,2005-12-01,2008-04-01,1,426.0,12500000.0,Software,10.0
12955,2500000.0,acquired,CA,Anaheim,2,2011-03-14,2012-03-06,1,358.0,1250000.0,Curated_Web,4.0
12956,18500000.0,acquired,CT,Hartford,1,2005-01-01,2005-01-01,1,0.0,18500000.0,0_other_cat,5.0
12957,56494609.0,acquired,CA,Los Angeles,6,2005-11-11,2009-12-16,1,299.0,11298921.8,Hardware_+_Software,18.0
12960,26100000.0,acquired,CA,SF Bay Area,3,2006-06-02,2009-06-08,1,551.0,8700000.0,0_other_cat,7.0
12963,57005567.0,acquired,CA,SF Bay Area,3,2008-10-22,2011-06-14,1,482.0,19001855.666666668,Semiconductors,11.0
12964,9000000.0,acquired,CA,SF Bay Area,1,2005-03-30,2005-03-30,1,0.0,9000000.0,Semiconductors,2.0
12966,6000000.0,acquired,CO,Denver,1,2005-08-01,2005-08-01,1,0.0,6000000.0,Software,4.0
12968,22100000.0,acquired,CA,SF Bay Area,3,2008-09-26,2011-09-22,1,545.0,11050000.0,Software,10.0
12969,46000000.0,acquired,CA,SF Bay Area,3,2001-09-24,2006-04-25,1,837.0,15333333.333333334,Web_Hosting,11.0
12970,31000000.0,acquired,MA,Boston,3,2000-08-16,2006-01-01,1,982.0,10333333.333333334,Software,12.0
12972,7000000.0,acquired,OH,Cleveland,1,2008-11-12,2008-11-12,1,0.0,7000000.0,Health_and_Wellness,3.0
12975,3427334.0,closed,PA,Pittsburgh,2,2009-03-26,2010-02-10,0,321.0,1713667.0,Curated_Web,1.0
12978,1000000.0,closed,FL,Palm Beaches,1,2011-11-01,2011-11-01,0,0.0,1000000.0,Curated_Web,2.0
12979,7100000.0,acquired,CA,SF Bay Area,2,2003-08-01,2005-08-10,1,740.0,3550000.0,0_other_cat,3.0
12981,2100000.0,acquired,CO,Denver,1,2006-05-22,2006-05-22,1,0.0,2100000.0,Software,1.0
12982,6983000.0,closed,GA,Atlanta,4,2010-08-06,2014-05-09,0,457.0,1745750.0,Hardware_+_Software,1.0
12984,899999.0,acquired,CA,SF Bay Area,1,2009-06-18,2009-06-18,1,0.0,899999.0,Software,1.0
12986,14920000.0,acquired,CO,Colorado Springs,2,2005-12-30,2006-09-22,1,266.0,7460000.0,Semiconductors,13.0
12989,5700000.0,closed,NY,New York City,3,2004-01-01,2007-12-01,0,715.0,1900000.0,0_other_cat,2.0
12991,3000000.0,acquired,CA,SF Bay Area,1,2011-10-26,2011-10-26,1,0.0,3000000.0,Social_Media,4.0
12995,4575000.0,acquired,NY,New York City,3,2010-09-29,2011-08-01,1,153.0,1525000.0,Curated_Web,10.0
12996,8950000.0,acquired,CA,SF Bay Area,3,2011-02-01,2013-05-08,1,413.0,4475000.0,Analytics,10.0
12997,1040000.0,acquired,CA,SF Bay Area,1,2006-05-24,2006-05-24,1,0.0,1040000.0,0_other_cat,1.0
12999,28400000.0,closed,MA,Boston,3,2002-06-18,2005-12-07,0,634.0,9466666.666666666,Hardware_+_Software,10.0
13001,39730000.0,acquired,TX,Dallas,4,2005-02-04,2010-05-18,1,643.0,9932500.0,Security,14.0
13003,6000000.0,closed,CA,San Diego,1,2006-02-15,2006-02-15,0,0.0,6000000.0,Software,1.0
13004,6400000.0,acquired,CA,SF Bay Area,2,2012-10-01,2013-08-01,1,304.0,3200000.0,Education,7.0
13006,4000000.0,acquired,IL,Chicago,4,2000-07-31,2003-04-30,1,334.0,1333333.3333333333,0_other_cat,2.0
13007,19600000.0,ipo,CA,SF Bay Area,1,2002-03-11,2002-03-11,1,0.0,19600000.0,Technology,10.0
13008,24000000.0,acquired,CA,SF Bay Area,2,2008-10-13,2009-11-24,1,407.0,12000000.0,Software,8.0
13009,35800000.0,acquired,TX,Dallas,2,2004-05-18,2007-02-12,1,1000.0,17900000.0,Semiconductors,11.0
13010,17000000.0,closed,CA,SF Bay Area,1,2002-03-04,2002-03-04,0,0.0,17000000.0,0_other_cat,10.0
13012,82000000.0,acquired,MA,Boston,4,2004-01-01,2006-04-19,1,279.0,20500000.0,Health_Care,16.0
13013,10000000.0,acquired,MN,Minneapolis,2,2003-02-10,2003-11-17,1,280.0,10000000.0,Software,4.0
13014,1650000.0,closed,OR,"Portland, Oregon",4,2006-07-25,2012-11-15,0,768.0,550000.0,Software,1.0
13016,7000000.0,acquired,CA,SF Bay Area,1,2005-10-25,2005-10-25,1,0.0,7000000.0,Software,4.0
13017,17999998.0,closed,CA,Los Angeles,3,2008-07-29,2011-05-26,0,515.0,5999999.333333333,Games,5.0
13018,2300000.0,acquired,CA,SF Bay Area,1,2011-09-14,2011-09-14,1,0.0,2300000.0,E-Commerce,6.0
13021,25000.0,closed,PA,Pittsburgh,2,2008-06-01,2010-01-01,0,579.0,25000.0,Games,2.0
13025,1100000.0,acquired,NY,New York City,1,2010-10-20,2010-10-20,1,0.0,1100000.0,Curated_Web,8.0
13028,68438712.0,acquired,CA,San Diego,5,2002-12-04,2009-06-11,1,595.0,13687742.4,Biotechnology,16.0
13031,91000000.0,acquired,CA,SF Bay Area,3,2009-07-31,2012-04-17,1,495.0,30333333.333333332,0_other_cat,11.0
13033,40800000.0,acquired,CA,SF Bay Area,5,2007-06-12,2012-10-12,1,487.0,8160000.0,Enterprise_Software,17.0
13034,13250000.0,closed,CA,SF Bay Area,2,2006-01-01,2008-08-06,0,948.0,6625000.0,0_other_cat,7.0
13035,16800000.0,acquired,MA,Boston,3,2004-01-01,2007-07-16,1,646.0,5600000.0,Mobile,10.0
13036,3400000.0,acquired,GA,Atlanta,1,2001-08-28,2001-08-28,1,0.0,3400000.0,0_other_cat,2.0
13039,92800000.0,acquired,CA,SF Bay Area,5,2001-01-01,2008-04-01,1,661.0,18560000.0,Web_Hosting,16.0
13040,17000000.0,closed,CA,SF Bay Area,2,2006-10-23,2008-03-05,0,499.0,8500000.0,Advertising,6.0
13041,2600000.0,closed,CA,SF Bay Area,1,2011-07-12,2011-07-12,0,0.0,2600000.0,Mobile,1.0
13043,4000000.0,closed,FL,Tampa,1,2007-05-16,2007-05-16,0,0.0,4000000.0,Software,3.0
13045,7150000.0,closed,TN,Nashville,1,2012-06-21,2012-06-21,0,0.0,7150000.0,Biotechnology,1.0
13049,20000.0,acquired,CA,SF Bay Area,1,2013-09-10,2013-09-10,1,0.0,20000.0,Security,1.0
13050,78000000.0,acquired,CA,SF Bay Area,4,2005-01-01,2008-01-01,1,365.0,26000000.0,Software,10.0
13051,7000000.0,acquired,CA,SF Bay Area,2,2007-12-31,2009-07-20,1,567.0,3500000.0,Enterprise_Software,3.0
13052,3000000.0,acquired,CA,SF Bay Area,2,2008-01-01,2008-05-07,1,127.0,1500000.0,Curated_Web,7.0
13054,2750000.0,closed,CO,Denver,2,2009-10-01,2010-03-31,0,181.0,1375000.0,Games,4.0
13055,14500000.0,acquired,CA,SF Bay Area,2,2004-11-01,2005-07-01,1,242.0,7250000.0,Hardware_+_Software,6.0
13056,15000.0,acquired,CA,SF Bay Area,1,2008-06-01,2008-06-01,1,0.0,15000.0,Social_Media,1.0
13057,20000.0,closed,CA,SF Bay Area,1,2010-08-31,2010-08-31,0,0.0,20000.0,Curated_Web,1.0
13060,1000000.0,acquired,TX,Austin,1,2008-03-19,2008-03-19,1,0.0,1000000.0,Enterprise_Software,1.0
13062,4000000.0,closed,CA,SF Bay Area,1,2005-11-01,2005-11-01,0,0.0,4000000.0,Advertising,1.0
13066,5220000.0,acquired,MA,Boston,4,2006-05-01,2009-07-29,1,395.0,2610000.0,Biotechnology,7.0
13069,6350000.0,acquired,MA,Boston,5,2011-06-13,2014-02-28,1,247.0,1587500.0,Education,16.0
13073,4000000.0,closed,TX,Austin,1,2001-07-16,2001-07-16,0,0.0,4000000.0,0_other_cat,2.0
13074,250000.0,acquired,IL,Chicago,1,2005-03-24,2005-03-24,1,0.0,250000.0,Software,2.0
13076,5000000.0,closed,CA,SF Bay Area,1,2008-01-23,2008-01-23,0,0.0,5000000.0,Advertising,2.0
13078,19500978.0,closed,CA,Los Angeles,6,2010-07-01,2015-07-22,0,369.0,3250163.0,E-Commerce,5.0
13079,4000000.0,closed,MN,Minneapolis,1,2015-10-27,2015-10-27,0,0.0,4000000.0,Biotechnology,1.0
13080,14399999.0,acquired,WA,Seattle,4,2006-02-01,2010-02-23,1,494.0,3599999.75,0_other_cat,6.0
13083,29000000.0,closed,WA,Seattle,1,2009-08-25,2009-08-25,0,0.0,29000000.0,Games,5.0
13084,15000000.0,closed,NH,"Manchester, New Hampshire",1,2007-03-13,2007-03-13,0,0.0,15000000.0,0_other_cat,1.0
13088,1500000.0,acquired,NY,New York City,1,2011-10-12,2011-10-12,1,0.0,1500000.0,Mobile,2.0
13089,10000000.0,acquired,CA,SF Bay Area,3,2011-06-08,2013-09-18,1,416.0,3333333.3333333335,Curated_Web,14.0
13090,22300000.0,acquired,WA,Seattle,2,2005-07-11,2006-02-07,1,211.0,11150000.0,Software,9.0
13092,650000.0,closed,CA,SF Bay Area,1,2007-05-01,2007-05-01,0,0.0,650000.0,Social_Media,1.0
13093,8800000.0,acquired,OR,"Portland, Oregon",3,2001-06-01,2001-12-31,1,106.0,2933333.3333333335,E-Commerce,4.0
13095,2859260.0,acquired,CA,SF Bay Area,3,2012-08-27,2013-12-20,1,240.0,1429630.0,Curated_Web,6.0
13097,4000000.0,acquired,CA,SF Bay Area,1,2007-06-07,2007-06-07,1,0.0,4000000.0,Advertising,4.0
13100,12000000.0,acquired,WA,Seattle,2,2006-07-01,2007-09-01,1,427.0,6000000.0,Mobile,5.0
13102,15000.0,closed,CA,SF Bay Area,1,2008-06-01,2008-06-01,0,0.0,15000.0,Curated_Web,1.0
13103,4074999.0,closed,PA,Philadelphia,3,2009-10-16,2013-01-11,0,591.0,1358333.0,E-Commerce,3.0
13105,2845000.0,acquired,PA,Philadelphia,3,2012-05-11,2013-12-23,1,295.0,948333.3333333334,Mobile,16.0
13107,25000000.0,acquired,CA,SF Bay Area,3,2002-01-01,2006-03-01,1,760.0,12500000.0,Games,6.0
13108,5250000.0,acquired,CA,SF Bay Area,2,2010-12-01,2011-12-01,1,365.0,2625000.0,Analytics,8.0
13109,6000000.0,closed,TN,Memphis,1,2006-07-12,2006-07-12,0,0.0,6000000.0,0_other_cat,1.0
13111,12776691.0,acquired,WA,Seattle,4,2012-12-06,2015-01-28,1,261.0,3194172.75,Mobile,4.0
13113,20000.0,closed,VA,"Washington, D.C.",1,2009-04-18,2009-04-18,0,0.0,20000.0,SaaS,1.0
13116,1320384.0,closed,CA,SF Bay Area,1,2011-10-11,2011-10-11,0,0.0,1320384.0,Software,1.0
13117,4300000.0,acquired,CA,SF Bay Area,4,2011-07-01,2013-04-09,1,216.0,1075000.0,Enterprise_Software,6.0
13119,560000.0,acquired,NY,New York City,1,2008-03-07,2008-03-07,1,0.0,560000.0,Curated_Web,6.0
13121,47500000.0,acquired,CA,Los Angeles,3,2006-03-01,2007-01-18,1,161.0,23750000.0,Social_Media,3.0
13122,11750000.0,acquired,MD,Baltimore,3,2008-06-25,2010-03-15,1,314.0,3916666.6666666665,Software,5.0
13123,240000.0,acquired,NY,New York City,1,2008-12-01,2008-12-01,1,0.0,240000.0,Mobile,2.0
13124,500000.0,closed,CA,Los Angeles,1,2010-01-01,2010-01-01,0,0.0,500000.0,Advertising,2.0
13125,9400000.0,acquired,CA,SF Bay Area,3,2009-04-06,2010-03-31,1,179.0,3133333.3333333335,Enterprise_Software,3.0
13129,12000.0,acquired,CA,Los Angeles,1,2011-08-01,2011-08-01,1,0.0,12000.0,Finance,1.0
13130,1900000.0,acquired,NY,New York City,2,2011-04-07,2012-01-27,1,295.0,950000.0,Social_Media,1.0
13131,100000.0,acquired,NY,New York City,1,2014-11-01,2014-11-01,1,0.0,100000.0,Mobile,1.0
13132,1820000.0,acquired,CA,SF Bay Area,3,2011-11-01,2012-06-07,1,109.0,910000.0,Mobile,3.0
13133,2250000.0,closed,CA,SF Bay Area,2,2006-01-01,2007-09-01,0,608.0,1125000.0,Social_Media,3.0
13136,10000000.0,acquired,CA,SF Bay Area,3,2007-09-01,2009-01-29,1,258.0,3333333.3333333335,Advertising,7.0
13138,500000.0,acquired,NY,New York City,1,2007-12-01,2007-12-01,1,0.0,500000.0,Curated_Web,2.0
13139,20000.0,closed,CA,SF Bay Area,2,2011-08-01,2012-06-07,0,311.0,20000.0,Software,2.0
13140,10000000.0,acquired,CA,SF Bay Area,1,2010-10-05,2010-10-05,1,0.0,10000000.0,Software,7.0
13141,46770000.0,acquired,CA,SF Bay Area,8,2004-01-01,2012-05-01,1,434.0,7795000.0,Software,13.0
13142,415000.0,acquired,CO,Denver,2,2007-08-01,2007-10-23,1,83.0,207500.0,Web_Hosting,2.0
13143,45000.0,closed,CA,SF Bay Area,2,2012-10-03,2012-12-01,0,59.0,22500.0,Advertising,3.0
13144,15022208.0,acquired,TX,Austin,6,2008-01-01,2014-05-09,1,464.0,2503701.3333333335,Enterprise_Software,10.0
13145,300000.0,closed,CA,SF Bay Area,1,2012-04-20,2012-04-20,0,0.0,300000.0,Enterprise_Software,1.0
13147,12000000.0,acquired,MA,Boston,1,2002-11-15,2002-11-15,1,0.0,12000000.0,Internet,2.0
13149,750000.0,acquired,MA,Boston,1,2013-08-01,2013-08-01,1,0.0,750000.0,Education,6.0
13151,12650000.0,acquired,CA,Los Angeles,3,2006-09-01,2008-06-25,1,331.0,6325000.0,0_other_cat,6.0
13154,7500000.0,acquired,NJ,Newark,1,2012-05-14,2012-05-14,1,0.0,7500000.0,Finance,1.0
13155,30000000.0,acquired,TX,Dallas,2,2009-09-30,2010-03-25,1,176.0,15000000.0,Web_Hosting,1.0
13158,67003889.0,acquired,CA,SF Bay Area,4,2006-11-20,2010-04-29,1,418.0,16750972.25,Clean_Technology,7.0
13160,3850000.0,acquired,CT,Hartford,2,2009-12-09,2011-11-21,1,712.0,1925000.0,0_other_cat,1.0
13161,10000000.0,closed,CA,SF Bay Area,1,2007-09-20,2007-09-20,0,0.0,10000000.0,Clean_Technology,1.0
13163,6077370.0,acquired,VT,Montpelier,1,2011-01-03,2011-01-03,1,0.0,6077370.0,Clean_Technology,2.0
13165,105050000.0,acquired,TX,Austin,7,2007-10-10,2014-03-06,1,389.0,17508333.333333332,Clean_Technology,15.0
13166,25000000.0,acquired,TX,Houston,1,2003-11-10,2003-11-10,1,0.0,25000000.0,Software,1.0
13168,1000000.0,closed,MA,Boston,1,2008-11-25,2008-11-25,0,0.0,1000000.0,Clean_Technology,1.0
13170,11000000.0,closed,NY,New York City,1,2005-03-16,2005-03-16,0,0.0,11000000.0,0_other_cat,3.0
13171,58700000.0,acquired,UT,Salt Lake City,7,2005-01-01,2012-01-30,1,430.0,8385714.285714285,Software,11.0
13172,18000000.0,acquired,CA,Los Angeles,1,2008-06-10,2008-06-10,1,0.0,18000000.0,Clean_Technology,3.0
13174,19236401.7192852,acquired,CA,SF Bay Area,2,2004-04-22,2006-12-18,1,970.0,9618201.0,Software,4.0
13176,60950000.0,acquired,CA,SF Bay Area,5,2003-11-21,2008-08-08,1,430.0,12190000.0,Software,16.0
13177,21688477.0,closed,NJ,Newark,6,2009-02-03,2014-02-16,0,459.0,2917695.4,Biotechnology,10.0
13178,325000.0,closed,CA,SF Bay Area,1,2009-07-01,2009-07-01,0,0.0,325000.0,Clean_Technology,4.0
13180,9500000.0,acquired,TX,Austin,2,2002-10-14,2003-06-17,1,246.0,4750000.0,0_other_cat,5.0
13181,21950000.0,acquired,CA,SF Bay Area,2,2010-01-11,2010-03-05,1,53.0,10975000.0,Health_Care,4.0
13182,23500000.0,acquired,IA,Des Moines,3,2010-02-01,2012-06-27,1,438.0,7833333.333333333,Software,4.0
13186,10300000.0,closed,NY,New York City,3,2009-08-28,2011-02-16,0,268.0,3433333.3333333335,Curated_Web,7.0
13189,93999990.0,acquired,CA,San Diego,3,2004-06-15,2009-07-08,1,924.0,31333330.0,Biotechnology,6.0
13190,5550000.0,acquired,CA,Los Angeles,3,2008-05-14,2009-10-16,1,260.0,2775000.0,Advertising,6.0
13193,14956252.0,closed,CA,SF Bay Area,4,2006-10-02,2010-01-27,0,404.0,3739063.0,Mobile,4.0
13194,6700000.0,acquired,NY,New York City,2,2011-09-19,2013-09-10,1,722.0,3350000.0,0_other_cat,17.0
13195,4500000.0,acquired,MA,Boston,1,2007-08-13,2007-08-13,1,0.0,4500000.0,0_other_cat,1.0
13196,67641704.0,closed,CA,SF Bay Area,6,2006-09-08,2014-04-28,0,557.0,13528340.8,Health_Care,9.0
13197,25000.0,closed,PA,Pittsburgh,1,2008-06-01,2008-06-01,0,0.0,25000.0,0_other_cat,2.0
13200,23000000.0,acquired,CA,SF Bay Area,4,2006-09-01,2010-06-09,1,459.0,5750000.0,Mobile,14.0
13201,37226398.0,ipo,CA,San Diego,3,2010-04-15,2014-05-17,1,746.0,12408799.333333334,Biotechnology,2.0
13202,20000000.0,closed,CA,SF Bay Area,1,2004-07-30,2004-07-30,0,0.0,20000000.0,0_other_cat,4.0
13204,16254000.0,acquired,CA,SF Bay Area,4,2011-03-23,2013-08-13,1,291.0,4063500.0,Social_Media,18.0
13205,50000.0,closed,CA,Fresno,1,2012-02-01,2012-02-01,0,0.0,50000.0,Curated_Web,4.0
13207,8500000.0,acquired,VA,Roanoke,1,2005-06-29,2005-06-29,1,0.0,8500000.0,Mobile,2.0
13209,500000.0,acquired,CA,SF Bay Area,2,2011-10-01,2012-03-20,1,171.0,500000.0,Software,5.0
13210,10000000.0,acquired,CA,SF Bay Area,1,2011-05-10,2011-05-10,1,0.0,10000000.0,Internet,2.0
13211,15000000.0,acquired,MD,Baltimore,1,2004-01-27,2004-01-27,1,0.0,15000000.0,Software,5.0
13212,7000000.0,closed,WA,Seattle,1,2006-10-01,2006-10-01,0,0.0,7000000.0,Software,3.0
13214,10000006.0,acquired,CO,Denver,2,2007-05-31,2009-04-07,1,677.0,5000003.0,Clean_Technology,9.0
13217,2250000.0,acquired,UT,Salt Lake City,3,2012-07-12,2014-04-09,1,318.0,2250000.0,Web_Hosting,7.0
13218,4190185.0,closed,CA,SF Bay Area,4,2008-06-01,2013-04-01,0,588.0,1047546.25,Curated_Web,6.0
13219,49000000.0,acquired,MA,Boston,5,2005-10-14,2012-02-09,1,577.0,9800000.0,Software,15.0
13220,3000000.0,acquired,CA,SF Bay Area,1,2012-04-11,2012-04-11,1,0.0,3000000.0,Games,2.0
13221,40000.0,closed,IL,Chicago,1,2011-07-01,2011-07-01,0,0.0,40000.0,Curated_Web,1.0
13222,6500000.0,acquired,VA,"Washington, D.C.",1,2007-02-27,2007-02-27,1,0.0,6500000.0,Software,2.0
13226,1000000.0,acquired,WA,Seattle,1,2010-11-29,2010-11-29,1,0.0,1000000.0,Curated_Web,4.0
13228,4000000.0,acquired,NJ,Newark,1,2008-03-18,2008-03-18,1,0.0,4000000.0,Analytics,1.0
13231,47489278.0,acquired,CA,SF Bay Area,3,2007-08-31,2010-03-25,1,468.0,15829759.333333334,Hardware_+_Software,4.0
13232,45100000.0,acquired,TX,Dallas,3,2001-08-13,2003-06-01,1,328.0,15033333.333333334,0_other_cat,13.0
13233,1000000.0,acquired,TX,Austin,1,2009-08-24,2009-08-24,1,0.0,1000000.0,Video,1.0
13238,5000000.0,acquired,UT,Salt Lake City,1,2002-09-26,2002-09-26,1,0.0,5000000.0,Biotechnology,1.0
13239,14638573.0,acquired,MA,Boston,1,2002-09-13,2002-09-13,1,0.0,14638573.0,0_other_cat,1.0
13240,6890927.0,acquired,MA,Boston,5,2006-02-02,2013-03-27,1,652.0,1378185.4,Analytics,4.0
13243,45400000.0,acquired,TX,Austin,6,2006-02-01,2010-11-23,1,351.0,7566666.666666667,Semiconductors,14.0
13244,7500000.0,acquired,CA,Napa Valley,1,2002-09-24,2002-09-24,1,0.0,7500000.0,0_other_cat,2.0
13245,13100000.0,acquired,MD,Baltimore,2,2007-09-11,2008-10-01,1,386.0,6550000.0,Software,6.0
13249,6500000.0,acquired,CA,SF Bay Area,1,2002-11-19,2002-11-19,1,0.0,6500000.0,Web_Hosting,1.0
13250,5000000.0,closed,MI,Detroit,1,2008-02-20,2008-02-20,0,0.0,5000000.0,Advertising,1.0
13254,3500000.0,acquired,NY,New York City,2,2005-04-01,2006-05-01,1,395.0,1750000.0,Curated_Web,11.0
13259,56000000.0,acquired,CA,SF Bay Area,3,2005-05-26,2008-04-07,1,523.0,18666666.666666668,Software,12.0
13260,1070000.0,acquired,CA,SF Bay Area,3,2011-03-01,2014-01-15,1,525.0,535000.0,Curated_Web,1.0
13263,3910000.0,acquired,MA,Boston,2,2012-11-16,2015-06-17,1,943.0,1955000.0,Mobile,6.0
13264,13348172.0,ipo,CA,SF Bay Area,3,2009-09-15,2015-06-15,1,742.0,5100000.0,Health_Care,8.0
13266,150000.0,closed,NY,New York City,1,2010-01-01,2010-01-01,0,0.0,150000.0,Games,1.0
13268,45000000.0,closed,NY,New York City,3,2006-01-01,2007-12-01,0,349.0,15000000.0,0_other_cat,1.0
13269,9000000.0,acquired,MA,Boston,1,2008-07-08,2008-07-08,1,254.0,7997000.0,Web_Hosting,3.0
13271,9341046.0,acquired,MA,New Bedford,3,2007-04-19,2010-10-15,1,637.0,3113682.0,0_other_cat,3.0
13274,300000.0,acquired,NY,New York City,2,2014-02-13,2014-06-09,1,116.0,150000.0,Mobile,6.0
13275,40000000.0,ipo,CA,SF Bay Area,3,2004-12-01,2007-09-01,1,502.0,13333333.333333334,Software,6.0
13277,7000000.0,acquired,NY,NY - Other,1,2006-12-01,2006-12-01,1,0.0,7000000.0,0_other_cat,2.0
13279,170000.0,acquired,MA,Boston,2,2012-09-01,2013-02-01,1,153.0,85000.0,Mobile,1.0
13280,400000.0,acquired,CA,SF Bay Area,1,2010-04-19,2010-04-19,1,0.0,400000.0,Curated_Web,1.0
13282,800000.0,acquired,NY,New York City,2,2011-12-08,2013-07-01,1,571.0,800000.0,Finance,13.0
13286,1000000.0,acquired,CA,SF Bay Area,1,2012-01-04,2012-01-04,1,0.0,1000000.0,Software,5.0
13291,11489687.0,acquired,CA,SF Bay Area,3,2007-01-01,2008-09-09,1,308.0,5744843.5,Advertising,10.0
13297,358969.0,acquired,CO,Denver,2,2010-08-01,2011-05-10,1,282.0,179484.5,Finance,1.0
13298,7500000.0,acquired,MD,"Washington, D.C.",1,2000-04-02,2000-04-02,1,0.0,7500000.0,Mobile,2.0
13299,600000.0,closed,NY,New York City,1,2012-01-10,2012-01-10,0,0.0,600000.0,Curated_Web,2.0
13300,1150000.0,closed,NY,New York City,2,2011-12-01,2012-03-07,0,97.0,575000.0,Security,8.0
13306,7420000.0,closed,CA,SF Bay Area,1,2007-09-07,2007-09-07,0,0.0,7420000.0,0_other_cat,1.0
13309,1300000.0,acquired,CA,SF Bay Area,2,2012-05-01,2013-08-07,1,463.0,1300000.0,Social_Media,5.0
13311,12000000.0,acquired,CO,Denver,2,2008-01-01,2010-12-15,1,1079.0,12000000.0,Internet,1.0
13312,10000000.0,acquired,WA,WA - Other,1,2007-03-07,2007-03-07,1,0.0,10000000.0,Hardware_+_Software,2.0
